##A total of 52 records were returned. 
Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS	Structure	HIPPOCAMPUS
BXD8	12.76	BXD8	14.3567	BXD8	12.8241	BXD8	10.978	BXD8	11.7499	BXD8	11.8751	BXD8	11.7827	BXD8	12.2394	BXD8	11.4959	BXD8	12.4514	BXD8	11.8725	BXD8	9.5446	BXD8	13.3277	BXD8	12.5829	BXD8	12.678	BXD8	12.029	BXD8	7.96742	BXD8	8.23417	BXD8	8.253	BXD8	9.87244	BXD8	7.93661	BXD8	8.99168	BXD8	8.45813	BXD8	7.17925	BXD8	9.11948	BXD8	7.6606	BXD8	8.29586	BXD8	6.22553	BXD8	9.58182	BXD8	8.22419	BXD8	8.58395	BXD8	8.39146	BXD8	9.0681	BXD8	10.1878	BXD8	10.8483	BXD8	11.2892	BXD8	13.0768	BXD8	12.9167	BXD8	12.7535	BXD8	10.5677	BXD8	10.0544	BXD8	7.72814	BXD8	10.9355	BXD8	9.67578	BXD8	12.4594	BXD8	11.3429	BXD8	8.50969	BXD8	10.3197	BXD8	8.21459	BXD8	6.68174	BXD8	7.66962
BXD9	13.114	BXD9	14.1681	BXD9	12.4106	BXD9	10.5678	BXD9	11.4395	BXD9	11.4133	BXD9	11.6083	BXD9	12.2976	BXD9	11.6163	BXD9	12.4694	BXD9	11.8881	BXD9	9.68752	BXD9	13.5389	BXD9	13.0691	BXD9	12.6439	BXD9	12.3396	BXD9	7.80513	BXD9	9.12709	BXD9	8.05214	BXD9	10.0787	BXD9	8.44424	BXD9	8.85554	BXD9	8.5721	BXD9	7.52876	BXD9	9.1893	BXD9	8.55425	BXD9	8.47013	BXD9	6.87054	BXD9	9.39079	BXD9	7.05359	BXD9	8.96263	BXD9	8.41728	BXD9	9.04805	BXD9	9.77515	BXD9	10.4934	BXD9	10.9447	BXD9	12.7925	BXD9	13.0887	BXD9	12.8261	BXD9	10.679	BXD9	9.89011	BXD9	7.27707	BXD9	10.9617	BXD9	9.66044	BXD9	12.684	BXD9	11.7843	BXD9	8.95729	BXD9	10.3956	BXD9	8.39277	BXD9	5.90703	BXD9	5.89653
BXD11	12.894	BXD11	14.5818	BXD11	13.0252	BXD11	11.0284	BXD11	11.8906	BXD11	11.6853	BXD11	11.8884	BXD11	12.327	BXD11	11.3791	BXD11	12.4673	BXD11	11.5522	BXD11	9.43746	BXD11	13.3275	BXD11	12.4728	BXD11	12.5415	BXD11	12.0088	BXD11	7.75075	BXD11	8.58683	BXD11	8.45097	BXD11	10.3215	BXD11	7.77973	BXD11	8.94869	BXD11	8.34212	BXD11	7.34668	BXD11	8.8291	BXD11	8.33795	BXD11	8.21928	BXD11	6.35595	BXD11	9.43921	BXD11	7.44871	BXD11	8.79769	BXD11	8.5018	BXD11	9.62257	BXD11	10.0665	BXD11	10.8925	BXD11	11.3472	BXD11	12.7347	BXD11	13.0331	BXD11	12.6784	BXD11	10.4269	BXD11	10.1145	BXD11	7.8715	BXD11	11.0136	BXD11	10.112	BXD11	12.6246	BXD11	11.5394	BXD11	7.90513	BXD11	10.4928	BXD11	8.67293	BXD11	6.02664	BXD11	6.72788
BXD12	12.89	BXD12	14.5228	BXD12	12.8518	BXD12	11.5034	BXD12	11.7826	BXD12	11.9416	BXD12	11.9681	BXD12	11.971	BXD12	11.4289	BXD12	12.5815	BXD12	11.8155	BXD12	9.38564	BXD12	13.4064	BXD12	12.5515	BXD12	12.7195	BXD12	12.1644	BXD12	7.77437	BXD12	8.62117	BXD12	7.05902	BXD12	10.4259	BXD12	7.68523	BXD12	9.20601	BXD12	8.74593	BXD12	7.54561	BXD12	9.00365	BXD12	6.96803	BXD12	8.32608	BXD12	4.7181	BXD12	9.05218	BXD12	7.53044	BXD12	8.8568	BXD12	8.72731	BXD12	8.12602	BXD12	9.51019	BXD12	10.8835	BXD12	11.1281	BXD12	12.8035	BXD12	13.0297	BXD12	12.7797	BXD12	9.48055	BXD12	9.81048	BXD12	8.09973	BXD12	10.8112	BXD12	8.96909	BXD12	12.5497	BXD12	10.9205	BXD12	9.41909	BXD12	10.4689	BXD12	7.09544	BXD12	5.85267	BXD12	7.27186
BXD13	12.618	BXD13	13.8982	BXD13	12.7524	BXD13	11.3185	BXD13	11.8271	BXD13	11.6718	BXD13	11.5052	BXD13	11.8663	BXD13	11.4634	BXD13	12.4109	BXD13	11.8117	BXD13	9.74291	BXD13	13.2257	BXD13	12.6433	BXD13	12.9727	BXD13	12.5199	BXD13	7.79879	BXD13	8.17087	BXD13	6.96693	BXD13	9.42123	BXD13	7.83477	BXD13	8.91283	BXD13	8.51912	BXD13	7.53196	BXD13	9.12665	BXD13	8.26589	BXD13	8.49063	BXD13	5.50715	BXD13	8.91384	BXD13	6.90036	BXD13	8.99985	BXD13	8.62115	BXD13	8.722	BXD13	10.2837	BXD13	11.1434	BXD13	10.7139	BXD13	13.0695	BXD13	13.2546	BXD13	12.8232	BXD13	10.7895	BXD13	9.39469	BXD13	6.82279	BXD13	10.3952	BXD13	9.91681	BXD13	12.5345	BXD13	11.724	BXD13	8.92944	BXD13	10.5572	BXD13	7.95474	BXD13	5.4517	BXD13	6.34093
BXD14	None	BXD14	14.2909	BXD14	12.8212	BXD14	11.4907	BXD14	11.7753	BXD14	11.9886	BXD14	11.875	BXD14	12.074	BXD14	11.4293	BXD14	12.7471	BXD14	11.8	BXD14	9.47295	BXD14	13.4968	BXD14	12.5048	BXD14	12.7949	BXD14	12.0831	BXD14	8.27507	BXD14	7.76348	BXD14	7.10043	BXD14	9.39509	BXD14	8.22668	BXD14	8.42116	BXD14	8.6173	BXD14	7.2071	BXD14	9.17955	BXD14	8.22237	BXD14	7.81339	BXD14	5.1213	BXD14	9.51435	BXD14	7.1943	BXD14	9.47356	BXD14	8.48264	BXD14	8.92071	BXD14	9.42463	BXD14	10.922	BXD14	11.1247	BXD14	12.5659	BXD14	13.5165	BXD14	12.9904	BXD14	8.57935	BXD14	9.55411	BXD14	7.41769	BXD14	11.1104	BXD14	9.87715	BXD14	12.8583	BXD14	11.1476	BXD14	9.29332	BXD14	10.8648	BXD14	7.18752	BXD14	6.24487	BXD14	6.82141
BXD15	12.67	BXD15	14.8869	BXD15	13.866	BXD15	11.5193	BXD15	13.1989	BXD15	12.7112	BXD15	12.6242	BXD15	13.1686	BXD15	12.111	BXD15	12.6938	BXD15	11.5743	BXD15	9.00841	BXD15	13.2695	BXD15	12.6513	BXD15	12.822	BXD15	12.3209	BXD15	7.50898	BXD15	8.22596	BXD15	8.12943	BXD15	9.4864	BXD15	8.37937	BXD15	9.32857	BXD15	8.51725	BXD15	8.12078	BXD15	8.92975	BXD15	8.4206	BXD15	7.76553	BXD15	5.33406	BXD15	8.97385	BXD15	8.34858	BXD15	9.3131	BXD15	8.55143	BXD15	9.09717	BXD15	9.51996	BXD15	10.6809	BXD15	10.5138	BXD15	12.96	BXD15	13.1193	BXD15	12.9823	BXD15	10.3156	BXD15	9.53544	BXD15	7.46765	BXD15	10.3563	BXD15	10.3855	BXD15	12.8077	BXD15	11.8493	BXD15	8.4789	BXD15	10.3063	BXD15	8.5801	BXD15	5.46268	BXD15	6.80854
BXD16	12.811	BXD16	14.4407	BXD16	13.1096	BXD16	11.6337	BXD16	11.9627	BXD16	11.695	BXD16	11.7686	BXD16	12.1811	BXD16	11.4582	BXD16	12.7616	BXD16	11.9717	BXD16	9.58208	BXD16	13.363	BXD16	12.6956	BXD16	12.9431	BXD16	12.3699	BXD16	8.50978	BXD16	8.12588	BXD16	7.52572	BXD16	9.22842	BXD16	7.88982	BXD16	8.72976	BXD16	8.3154	BXD16	7.28604	BXD16	8.62736	BXD16	8.68789	BXD16	8.34561	BXD16	4.76568	BXD16	8.89847	BXD16	7.6853	BXD16	8.98546	BXD16	8.40058	BXD16	8.79569	BXD16	9.17975	BXD16	10.8297	BXD16	10.9311	BXD16	13.1124	BXD16	13.427	BXD16	13.1967	BXD16	10.4422	BXD16	9.36031	BXD16	8.3495	BXD16	11.0239	BXD16	10.0203	BXD16	13.1921	BXD16	11.5889	BXD16	7.9932	BXD16	10.2033	BXD16	8.31206	BXD16	7.14663	BXD16	6.88737
BXD18	None	BXD18	14.2474	BXD18	12.758	BXD18	11.2192	BXD18	11.7618	BXD18	11.9503	BXD18	11.9609	BXD18	12.2092	BXD18	11.6964	BXD18	12.5781	BXD18	12.0336	BXD18	9.48122	BXD18	13.4641	BXD18	12.7001	BXD18	12.8545	BXD18	12.4053	BXD18	7.72295	BXD18	8.51675	BXD18	7.3618	BXD18	10.3984	BXD18	8.35897	BXD18	9.67946	BXD18	8.05712	BXD18	7.26054	BXD18	9.39459	BXD18	8.1722	BXD18	8.48455	BXD18	6.17534	BXD18	9.69013	BXD18	7.88817	BXD18	9.37405	BXD18	8.45167	BXD18	9.24921	BXD18	9.8033	BXD18	10.5853	BXD18	11.2027	BXD18	12.9458	BXD18	13.2639	BXD18	12.7137	BXD18	10.0475	BXD18	9.70896	BXD18	8.54367	BXD18	11.0538	BXD18	10.003	BXD18	12.6993	BXD18	11.1149	BXD18	8.46149	BXD18	10.3258	BXD18	7.77707	BXD18	5.72419	BXD18	6.64318
BXD19	12.991	BXD19	14.3511	BXD19	13.0461	BXD19	10.9727	BXD19	11.991	BXD19	12.0727	BXD19	11.9214	BXD19	12.4074	BXD19	11.3887	BXD19	12.5942	BXD19	11.6773	BXD19	9.67024	BXD19	13.3433	BXD19	12.6747	BXD19	12.7373	BXD19	12.4075	BXD19	7.53643	BXD19	8.66552	BXD19	7.35192	BXD19	9.75893	BXD19	8.18605	BXD19	9.12257	BXD19	8.98401	BXD19	7.85944	BXD19	8.81225	BXD19	7.59495	BXD19	7.83931	BXD19	5.61531	BXD19	9.37309	BXD19	8.19269	BXD19	9.15775	BXD19	9.16036	BXD19	8.9478	BXD19	9.91588	BXD19	10.6334	BXD19	10.9687	BXD19	12.6395	BXD19	13.1892	BXD19	12.7834	BXD19	9.94641	BXD19	9.6129	BXD19	7.89437	BXD19	10.6976	BXD19	10.1066	BXD19	12.5265	BXD19	11.3986	BXD19	8.44288	BXD19	10.4678	BXD19	7.3801	BXD19	6.029	BXD19	6.55164
BXD20	12.922	BXD20	14.8431	BXD20	13.8783	BXD20	11.6853	BXD20	13.4408	BXD20	12.8988	BXD20	12.748	BXD20	13.1925	BXD20	12.1489	BXD20	12.6453	BXD20	11.5834	BXD20	9.60356	BXD20	13.2573	BXD20	12.5322	BXD20	12.7403	BXD20	12.1089	BXD20	8.10852	BXD20	8.75104	BXD20	7.93859	BXD20	9.89388	BXD20	6.95636	BXD20	9.26152	BXD20	8.71699	BXD20	7.21598	BXD20	9.40954	BXD20	8.21666	BXD20	7.73518	BXD20	4.56753	BXD20	8.75905	BXD20	7.81572	BXD20	9.12609	BXD20	8.15154	BXD20	8.75753	BXD20	9.63274	BXD20	10.1738	BXD20	11.0639	BXD20	12.6789	BXD20	13.214	BXD20	13.1424	BXD20	10.5974	BXD20	9.79419	BXD20	7.88572	BXD20	10.9316	BXD20	10.5631	BXD20	12.8931	BXD20	12.2198	BXD20	8.96337	BXD20	10.2861	BXD20	8.63096	BXD20	6.75265	BXD20	7.31383
